Location,Building Type,Max Price Per Room,SDA Design Category,Vacancy,Has Fire Sprinklers,Has Breakout Room,Onsite Overnight Assistance
Cranbourne East VIC 3977,"House, 2 residents",87109.28,High Physical Support,1,0,0,1
Strathtulloh VIC 3338,"House, 2 residents",86340.67,Robust,2,0,0,1
Armstrong Creek VIC 3217,"House, 2 residents",87022.89,Robust,2,1,0,1
Junction Village VIC 3977,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Lara VIC 3212,"House, 2 residents",82780.23,Robust,2,0,0,1
Nar Nar Goon North VIC 3812,"House, 2 residents",91245.6,High Physical Support,2,1,0,1
Junction Village VIC 3977,"House, 2 residents",91245.6,High Physical Support,1,1,0,1
Manor Lakes VIC 3024,"House, 2 residents",96204.6,High Physical Support,2,1,0,1
Tarneit VIC 3029,"House, 3 residents",66943.58,High Physical Support,3,1,0,1
Heidelberg West VIC 3081,"House, 2 residents",89262,High Physical Support,1,1,0,1
Capel Sound VIC 3940,"House, 3 residents",62112.6,High Physical Support,3,1,0,1
Sunbury VIC 3429,"House, 2 residents",83311.2,High Physical Support,2,1,0,1
Mickleham VIC 3064,"House, 3 residents",57971.76,High Physical Support,3,1,0,1
Corio VIC 3214,"House, 2 residents",88323.03,Robust,2,0,1,1
Melton South VIC 3338,"House, 2 residents",92121.87,Robust,2,0,1,1
Mulgrave VIC 3170,"House, 3 residents",59439.36,High Physical Support,3,1,0,1
Fig Tree Pocket QLD 4069,"Villa / Duplex / Townhouse, 2 residents",24568.83,High Physical Support,1,1,0,1
Coburg VIC 3058,"Legacy Stock, 6+ residents",5932.17,Basic,2,1,0,0
Canadian VIC 3350,"Villa / Duplex / Townhouse, 1 residents",59451.11,Improved Liveability,1,1,0,1
Canadian VIC 3350,"Villa / Duplex / Townhouse, 1 residents",59451.11,Improved Liveability,1,1,0,1
Brown Hill VIC 3350,"Villa / Duplex / Townhouse, 1 residents",54686.05,Improved Liveability,1,0,0,1
Brown Hill VIC 3350,"Villa / Duplex / Townhouse, 1 residents",54686.05,Improved Liveability,1,0,0,1
Ballarat East VIC 3350,"Villa / Duplex / Townhouse, 1 residents",59451.11,Improved Liveability,1,1,0,1
Portarlington VIC 3223,"Villa / Duplex / Townhouse, 1 residents",64326.4,Robust,1,0,0,1
Crows Nest QLD 4355,"House, 3 residents",52308.15,High Physical Support,3,0,0,1
Seymour VIC 3660,"Group home, 5 residents",6124.09,Improved Liveability,2,1,0,1
West Wodonga VIC 3690,"Group home, 5 residents",6124.09,Improved Liveability,1,1,0,1
Wangaratta VIC 3677,"Group home, 5 residents",6124.09,Improved Liveability,1,1,0,1
Frankston Nth VIC 3200,"Villa / Duplex / Townhouse, 1 residents",63386.01,Robust,1,1,0,0
Castlemaine VIC 3450,"Villa / Duplex / Townhouse, 1 residents",65881.8,Robust,1,1,0,1
Clunes VIC 3370,"Villa / Duplex / Townhouse, 1 residents",59451.11,Improved Liveability,1,1,0,1
Sale VIC 3850,"Villa / Duplex / Townhouse, 1 residents",58746.16,Fully Accessible,1,1,0,0
Sale VIC 3850,"Group home, 5 residents",36207.92,High Physical Support,4,1,0,1
Bunbury WA 6230,"Villa / Duplex / Townhouse, 3 residents",35031.94,Fully Accessible,1,0,0,1
Bunbury WA 6230,"Villa / Duplex / Townhouse, 3 residents",35031.94,Fully Accessible,1,0,0,1
Bunbury WA 6230,"House, 2 residents",92373.84,High Physical Support,1,0,0,1
Beachlands WA 6530,"House, 3 residents",71874.31,Fully Accessible,3,0,0,1
High Wycombe WA 6057,"House, 3 residents",58246.52,Improved Liveability,1,0,0,1
High Wycombe WA 6057,"House, 3 residents",70362.13,High Physical Support,1,0,0,1
High Wycombe WA 6057,"House, 3 residents",58246.52,Improved Liveability,3,0,0,1
Echcua VIC 3564,"Group home, 4 residents",43464.1,High Physical Support,1,1,0,1
Burdell QLD 4818,"Group home, 4 residents",14145.04,Fully Accessible,1,0,0,1
Burdell QLD 4818,"Group home, 4 residents",43120,Fully Accessible,1,0,0,1
Cairns QLD 4870,"Villa / Duplex / Townhouse, 2 residents",43758,High Physical Support,1,0,0,1
Delacombe VIC 3356,"House, 2 residents",70214.76,Robust,1,0,0,1
Delacombe VIC 3356,"House, 2 residents",74819.64,Robust,1,0,1,1
Carrum Downs VIC 3201,"Villa / Duplex / Townhouse, 1 residents",62972.16,Robust,1,0,0,1
Beveridge VIC 3753,"House, 2 residents",85473.9,Robust,2,0,1,1
Winter Valley VIC 3358,"House, 2 residents",79775.64,Robust,2,0,1,1
Weir Views VIC 3338,"House, 2 residents",86398.87,Robust,2,0,1,1
Kilmore VIC 3764,"House, 2 residents",79775.64,Robust,2,0,1,1
Winter Valley VIC 3358,"House, 2 residents",79775.64,Robust,2,0,1,1
Beveridge VIC 3753,"House, 2 residents",85473.9,Robust,2,0,1,1
Angle Vale SA 5117,"House, 2 residents",81917.22,Robust,2,0,0,1
Sebastopol VIC 3356,"House, 2 residents",79775.64,Robust,2,0,1,1
Charlemont VIC 3217,"House, 2 residents",84817.86,High Physical Support,2,1,0,0
Bonshaw VIC 3352,"House, 2 residents",78177.12,High Physical Support,2,1,0,1
Karnup WA 6176,"House, 3 residents",62769.78,High Physical Support,3,0,0,1
Lakelands WA 6180,"House, 2 residents",66859.2,Improved Liveability,2,0,0,1
Baringa QLD 4551,"House, 3 residents",52923.54,High Physical Support,1,0,0,1
Centenary Heights QLD 4350,"Villa / Duplex / Townhouse, 2 residents",34865.25,High Physical Support,1,0,0,0
Deception Bay QLD 4508,"Group home, 4 residents",48227.32,High Physical Support,2,0,0,1
Bushland Beach QLD 4818,"House, 2 residents",87932.79,High Physical Support,1,0,0,1
Southport QLD 4215,"Apartment, 2 bedroom, 1 resident",107594.34,High Physical Support,1,1,0,1
Bundamba QLD 4304,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Ripley QLD 4306,"House, 3 residents",51692.76,High Physical Support,3,0,0,1
Flinders View QLD 4305,"Villa / Duplex / Townhouse, 1 residents",60263.68,Robust,1,0,0,1
Glenvale QLD 4350,"House, 2 residents",79534.56,High Physical Support,1,0,0,1
Drayton QLD 4350,"House, 2 residents",70214.76,Robust,2,0,0,1
Cotswold Hills QLD 4350,"House, 2 residents",74769.24,Robust,2,0,0,1
Bohle Plains QLD 4817,"House, 2 residents",87932.79,High Physical Support,2,0,0,1
Eli Waters QLD 4655,"Villa / Duplex / Townhouse, 1 residents",64784.7,Robust,1,0,0,1
Eli Waters QLD 4655,"Villa / Duplex / Townhouse, 1 residents",64784.7,Robust,1,0,0,1
Point Vernon QLD 4655,"House, 2 residents",74769.24,Robust,2,0,0,1
Fernvale QLD 4306,"House, 2 residents",80109.9,Robust,2,0,0,1
Gleneagle QLD 4285,"House, 2 residents",73266.33,Improved Liveability,2,0,0,1
Cotswold Hills QLD 4350,"Villa / Duplex / Townhouse, 1 residents",64064.87,Robust,1,0,0,1
Plainland QLD 4341,"House, 2 residents",62401.92,Improved Liveability,2,0,0,1
Caboolture QLD 4510,"Apartment, 2 bedroom, 2 resident",53084.79,High Physical Support,1,1,0,1
Caboolture QLD 4510,"Apartment, 2 bedroom, 1 resident",118202.04,High Physical Support,1,1,0,1
Point Vernon QLD 4655,"Group home, 4 residents",35211.96,Improved Liveability,3,0,0,1
Banya QLD 4551,"House, 2 residents",81428.24,High Physical Support,1,0,0,1
Baldivis WA 6171,"House, 2 residents",95630.84,High Physical Support,2,0,0,1
Charlestown NSW 2290,"Villa / Duplex / Townhouse, 2 residents",7323.75,Basic,1,1,0,0
Liverpool NSW 2170,"Villa / Duplex / Townhouse, 2 residents",7254,Basic,2,1,0,0
Eagle Vale NSW 2558,"Group home, 4 residents",7604,Basic,1,1,0,0
Goulburn NSW 2580,"Group home, 4 residents",7299.84,Basic,1,1,0,0
Ryde NSW 2112,"Villa / Duplex / Townhouse, 2 residents",8997.75,Basic,1,1,0,0
Blakeview SA 5114,"House, 3 residents",63961.92,High Physical Support,2,1,0,1
Weir Views VIC 3338,"House, 2 residents",91843.48,High Physical Support,1,0,0,1
Woongarra QLD 4670,"Group home, 4 residents",6566.56,Basic,1,0,0,0
Urraween QLD 4655,"Group home, 4 residents",11968.88,Fully Accessible,1,0,0,1
Thornbury VIC 3071,"Group home, 5 residents",8738.87,Improved Liveability,1,1,0,1
Pascoe Vale VIC 3044,"Group home, 5 residents",6261.71,Improved Liveability,1,1,0,1
Geelong West VIC 3218,"Group home, 5 residents",6330.52,Improved Liveability,2,1,0,1
Hampton VIC 3188,"Group home, 5 residents",7981.96,Improved Liveability,2,1,0,1
Hampton East VIC 3188,"Group home, 5 residents",7981.96,Improved Liveability,2,1,0,1
Kew VIC 3101,"Group home, 4 residents",9605.12,Improved Liveability,1,1,0,1
Kew VIC 3101,"Villa / Duplex / Townhouse, 2 residents",7998.66,Improved Liveability,1,1,0,0
Woodend VIC 3442,"Group home, 5 residents",5558.28,Basic,1,1,0,0
Camberwell VIC 3124,"Group home, 4 residents",8516.48,Basic,3,1,0,0
Macleod VIC 3085,"Group home, 5 residents",6468.14,Improved Liveability,1,1,0,1
Springvale South VIC 3172,"Group home, 5 residents",7087.43,Improved Liveability,1,1,0,1
Doncaster East VIC 3109,"Group home, 5 residents",7844.34,Improved Liveability,1,1,0,1
Greensborough VIC 3088,"Group home, 5 residents",6468.14,Improved Liveability,1,1,0,1
Parkdale VIC 3195,"Group home, 5 residents",13697.28,Fully Accessible,2,1,0,1
Newport VIC 3015,"Group home, 4 residents",7889.92,Improved Liveability,1,1,0,1
Stawell VIC 3380,"Group home, 5 residents",10391.04,Fully Accessible,1,1,0,1
Vermont VIC 3133,"Group home, 5 residents",6192.9,Improved Liveability,1,1,0,1
Altona North VIC 3025,"Group home, 4 residents",7889.92,Improved Liveability,1,1,0,1
Maryborough VIC 3465,"House, 3 residents",5794.16,Basic,1,1,0,0
Glen Huntly VIC 3163,"Group home, 5 residents",7981.96,Improved Liveability,1,1,0,1
Wantirna South VIC 3152,"Group home, 4 residents",6919.64,Basic,1,1,0,0
Bentleigh East VIC 3165,"Group home, 4 residents",9776.64,Improved Liveability,2,1,0,1
Sunshine North VIC 3020,"Group home, 5 residents",6261.71,Improved Liveability,1,1,0,1
Warracknabeal VIC 3393,"Group home, 5 residents",6055.28,Improved Liveability,1,1,0,1
Bundoora VIC 3083,"Group home, 5 residents",5741.52,Basic,1,1,0,0
Strathdale VIC 3550,"Group home, 5 residents",6261.71,Improved Liveability,1,1,0,1
Greensborough VIC 3088,"Group home, 5 residents",6468.14,Improved Liveability,1,1,0,1
North Wonthaggi VIC 3995,"Group home, 5 residents",5917.66,Improved Liveability,2,1,0,1
Croydon VIC 3136,"Group home, 4 residents",6919.64,Basic,1,1,0,0
Boronia VIC 3155,"Group home, 4 residents",6919.64,Basic,1,1,0,0
Carrum Downs VIC 3201,"Group home, 5 residents",5436.12,Basic,2,1,0,0
Kennington VIC 3550,"Group home, 5 residents",20575.1,High Physical Support,1,1,0,1
Taylors Lakes VIC 3038,"Group home, 5 residents",6261.71,Improved Liveability,1,1,0,1
Altona Meadows VIC 3028,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Wheelers Hill VIC 3170,"House, 3 residents",8559.3,Improved Liveability,1,1,0,1
Frankston South VIC 3199,"Group home, 5 residents",6124.09,Improved Liveability,1,1,0,1
Rosebud VIC 3939,"Group home, 5 residents",5436.12,Basic,2,1,0,0
Morwell VIC 3840,"Villa / Duplex / Townhouse, 2 residents",6413.34,Improved Liveability,1,1,0,0
Nhill VIC 3418,"Group home, 4 residents",7718.4,Improved Liveability,1,1,0,1
Delacombe VIC 3356,"Group home, 5 residents",6261.71,Improved Liveability,2,1,0,1
Croydon VIC 3136,"Group home, 5 residents",6192.9,Improved Liveability,1,1,0,1
Doncaster VIC 3108,"Group home, 5 residents",7844.34,Improved Liveability,1,1,0,1
Werribee VIC 3030,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Blackburn VIC 3130,"Group home, 5 residents",7844.34,Improved Liveability,2,1,0,1
Brookfield VIC 3338,"Group home, 5 residents",13678.21,Robust,1,1,0,1
Brown Hill VIC 3350,"Group home, 4 residents",7071.72,Basic,1,1,0,0
Melton South VIC 3338,"House, 3 residents",13052.55,Fully Accessible,2,1,0,1
Melton South VIC 3338,"House, 2 residents",13022.76,Fully Accessible,1,1,0,0
Mooroopna VIC 3629,"Group home, 5 residents",6124.09,Improved Liveability,2,1,0,1
Altona Meadows VIC 3028,"Group home, 5 residents",6261.71,Improved Liveability,1,1,0,1
Deer Park VIC 3023,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Mentone VIC 3194,"House, 3 residents",6903.68,Basic,1,1,0,0
Ararat VIC 3377,"Group home, 5 residents",6055.28,Improved Liveability,2,1,0,1
Mill Park VIC 3082,"Group home, 5 residents",21253.4,High Physical Support,1,1,0,1
Rosebud VIC 3939,"Villa / Duplex / Townhouse, 3 residents",5963.89,Improved Liveability,1,1,0,1
Berwick VIC 3806,"Group home, 4 residents",8833.28,Improved Liveability,1,1,0,1
Norlane VIC 3214,"Group home, 5 residents",6330.52,Improved Liveability,2,1,0,1
Sunbury VIC 3429,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Sunbury VIC 3429,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Sunbury VIC 3429,"Group home, 5 residents",10745.28,Fully Accessible,2,1,0,1
Drouin VIC 3818,"Group home, 5 residents",5917.66,Improved Liveability,1,1,0,1
Reservoir VIC 3073,"Group home, 5 residents",11099.52,Fully Accessible,1,1,0,1
Reservoir VIC 3073,"Group home, 5 residents",11099.52,Fully Accessible,1,1,0,1
Blackburn North VIC 3130,"Group home, 5 residents",13461.12,Fully Accessible,3,1,0,1
Hughesdale VIC 3166,"House, 3 residents",8236.48,Improved Liveability,1,1,0,0
Cheltenham VIC 3192,"House, 2 residents",8754.88,Basic,1,1,0,0
Noble Park VIC 3174,"Group home, 5 residents",7087.43,Improved Liveability,2,1,0,1
Williamstown VIC 3016,"Group home, 5 residents",13678.21,Robust,1,1,0,1
Ringwood VIC 3134,"House, 3 residents",5670.88,Basic,3,1,0,0
Ringwood VIC 3134,"Villa / Duplex / Townhouse, 2 residents",6347.25,Basic,1,1,0,0
Rosebud VIC 3939,"Group home, 5 residents",10509.12,Fully Accessible,1,1,0,1
Mill Park VIC 3082,"Group home, 5 residents",11099.52,Fully Accessible,1,1,0,1
Hampton VIC 3188,"Group home, 5 residents",13697.28,Fully Accessible,1,1,0,1
Deer Park VIC 3023,"Villa / Duplex / Townhouse, 3 residents",6097.91,Improved Liveability,1,1,0,1
Warranwood VIC 3134,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Aspendale Gardens VIC 3195,"Group home, 5 residents",7981.96,Improved Liveability,1,1,0,1
Carrum VIC 3197,"Group home, 5 residents",13697.28,Fully Accessible,2,1,0,1
Traralgon VIC 3844,"Group home, 5 residents",5917.66,Improved Liveability,1,1,0,1
Colac VIC 3250,"Group home, 5 residents",6192.9,Improved Liveability,1,1,0,1
Carrum VIC 3197,"Group home, 4 residents",15801.54,Fully Accessible,2,1,0,1
Greensborough VIC 3088,"Group home, 5 residents",6468.14,Improved Liveability,1,1,0,1
Northcote VIC 3070,"Villa / Duplex / Townhouse, 1 residents",42464.27,High Physical Support,1,1,0,0
Altona Meadows VIC 3028,"Group home, 5 residents",14237.86,Robust,1,1,1,1
Ringwood VIC 3134,"Group home, 5 residents",6192.9,Improved Liveability,1,1,0,1
Ararat VIC 3377,"Group home, 5 residents",13227.28,Robust,1,1,0,1
Sydenham VIC 3037,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Doveton VIC 3177,"Group home, 5 residents",16115.38,Robust,1,1,1,1
Highett VIC 3190,"Group home, 5 residents",26227.6,High Physical Support,1,1,0,1
Croydon VIC 3136,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Haven VIC 3401,"Group home, 5 residents",10391.04,Fully Accessible,1,1,0,1
Dandenong North VIC 3175,"Group home, 5 residents",7087.43,Improved Liveability,1,1,0,1
Bacchus Marsh VIC 3340,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Werribee VIC 3030,"Group home, 5 residents",10745.28,Fully Accessible,2,1,0,1
Dandenong North VIC 3175,"Group home, 4 residents",18809.86,Robust,3,1,1,1
Blackburn South VIC 3130,"Group home, 4 residents",8789.76,Improved Liveability,1,1,0,0
Preston VIC 3072,"House, 3 residents",6986.3,Improved Liveability,1,1,0,0
Mitcham VIC 3132,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Carrum VIC 3197,"Group home, 5 residents",13697.28,Fully Accessible,3,1,0,1
Lilydale VIC 3140,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Highett VIC 3190,"Group home, 5 residents",13697.28,Fully Accessible,1,1,0,1
Cheltenham VIC 3192,"Group home, 5 residents",13697.28,Fully Accessible,2,1,0,1
Burwood East VIC 3151,"Legacy Stock, 6+ residents",14938.56,High Physical Support,3,1,0,1
Carnegie VIC 3163,"Villa / Duplex / Townhouse, 3 residents",13735.56,Fully Accessible,1,1,0,1
Traralgon VIC 3844,"Group home, 5 residents",5917.66,Improved Liveability,3,1,0,1
Sale VIC 3850,"Villa / Duplex / Townhouse, 2 residents",6413.34,Improved Liveability,1,1,0,0
Upper Ferntree Gully VIC 3156,"Group home, 5 residents",6192.9,Improved Liveability,1,1,0,1
West Wodonga VIC 3690,"Villa / Duplex / Townhouse, 3 residents",13796.78,Robust,1,1,0,1
West Wodonga VIC 3690,"Villa / Duplex / Townhouse, 2 residents",15180.92,Robust,1,1,0,0
Sunshine North VIC 3020,"Villa / Duplex / Townhouse, 3 residents",10775.31,Fully Accessible,1,1,0,1
Bellfield VIC 3081,"Group home, 5 residents",21253.4,High Physical Support,1,1,0,1
Hawthorn East VIC 3122,"Group home, 5 residents",13461.12,Fully Accessible,1,1,0,1
Hawthorn East VIC 3122,"Group home, 5 residents",13461.12,Fully Accessible,1,1,0,1
Stawell VIC 3380,"Group home, 4 residents",16435.8,Robust,2,1,1,1
Morwell VIC 3840,"Group home, 5 residents",12926.66,Robust,2,1,0,1
Mitcham VIC 3132,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Stawell VIC 3380,"Group home, 5 residents",10391.04,Fully Accessible,2,1,0,1
Broadmeadows VIC 3047,"Group home, 5 residents",10745.28,Fully Accessible,2,1,0,1
St Albans VIC 3021,"Group home, 5 residents",20575.1,High Physical Support,1,1,0,1
Mordialloc VIC 3195,"Villa / Duplex / Townhouse, 2 residents",7881.75,Basic,1,1,0,0
Thornbury VIC 3071,"Group home, 5 residents",27649.17,High Physical Support,1,1,0,0
Thornbury VIC 3071,"Group home, 5 residents",28714.7,High Physical Support,3,1,0,1
Thornbury VIC 3071,"Group home, 5 residents",27649.17,High Physical Support,1,1,0,0
Bayswater VIC 3153,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Langwarrin VIC 3910,"Group home, 5 residents",10509.12,Fully Accessible,1,1,0,1
Seaford VIC 3198,"Group home, 5 residents",10509.12,Fully Accessible,1,1,0,1
Glenroy VIC 3046,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Benalla VIC 3672,"Group home, 5 residents",10509.12,Fully Accessible,1,1,0,1
Werribee VIC 3030,"Group home, 5 residents",10745.28,Fully Accessible,1,1,0,1
Ringwood VIC 3134,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Ashburton VIC 3147,"Group home, 5 residents",25775.4,High Physical Support,1,1,0,1
Greensborough VIC 3088,"Group home, 5 residents",11099.52,Fully Accessible,1,1,0,1
Ashburton VIC 3147,"Group home, 5 residents",25775.4,High Physical Support,1,1,0,1
Croydon VIC 3136,"Villa / Duplex / Townhouse, 3 residents",6030.9,Improved Liveability,3,1,0,1
Cheltenham VIC 3192,"Group home, 5 residents",13697.28,Fully Accessible,1,1,0,1
Sale VIC 3850,"Villa / Duplex / Townhouse, 2 residents",11428.49,Fully Accessible,1,1,0,0
Sale VIC 3850,"Villa / Duplex / Townhouse, 3 residents",10183.26,Fully Accessible,1,1,0,1
Batesford VIC 3221,"Group home, 4 residents",23873.1,High Physical Support,1,1,0,1
Traralgon VIC 3844,"Group home, 5 residents",12926.66,Robust,2,1,0,1
Endeavour Hills VIC 3802,"Villa / Duplex / Townhouse, 3 residents",6021.38,Improved Liveability,1,1,0,0
Echuca VIC 3564,"Villa / Duplex / Townhouse, 1 residents",12793.33,Basic,1,1,0,0
Vermont VIC 3133,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Bayswater VIC 3153,"Group home, 5 residents",10627.2,Fully Accessible,1,1,0,1
Reservoir VIC 3073,"Villa / Duplex / Townhouse, 3 residents",20365.1,High Physical Support,1,1,0,1
Ararat VIC 3377,"Villa / Duplex / Townhouse, 3 residents",13641.76,Robust,1,1,0,1
Watsonia VIC 3087,"Group home, 5 residents",21253.4,High Physical Support,1,1,0,1
